Company,Date Posted,Media Type,Post Text,Post Likes,Post Comments,Video Views,Media Links,Followers
Udacity,1 month ago,Image,We're teaming up with Standard Chartered Bank to offer 100 scholarships to STEM students and tech professionals from Bangalore and Chennai. Apply now: https://bit.ly/3HOoMw9,0,9comment,11 shares,https://media-exp1.licdn.com/dms/image/C5622AQG00nSw90Bg4w/feedshare-shrink_800/0/1646280004449?e=2147483647&v=beta&t=3f3fiDbG63pzj7jRdqJ4vlUIsbgZpuzt9fYXAWNf60k,"339,780 followers"
Udacity,4 months ago,"Other: Poll, Shared Post, etc","To better understand the concepts from her #DataAnalytics Nanodegree program, Pilar Vasquez applied them to her own projects in addition to what she was learning in class. A great tactic for those looking to go the extra mile and build their resume faster! #missionmondays",29,1comment,1 comment,None,"339,780 followers"
Udacity,2 months ago,Article,"It’s important to understand the consequences for businesses that do not invest in learning and development (L&D) for their workers. To do this, Udacity partnered with Ipsos to gather and analyze data about #talenttransformation around the world: https://bit.ly/3LyOFDh",31,1comment,2 shares,https://bit.ly/3LyOFDh,"339,780 followers"
Udacity,1 month ago,Image,"This deep dive into the current state of the global workforce sheds light on how organizations are being forced to evolve in an increasingly tech-dependent economy. We surveyed 2,000+ managers and 4,000+ employees across the U.S., U.K., France, and Germany. In the report, we share the urgency of talent transformation initiatives in today’s challenging business environment, where eliminating digital talent gaps is critical to business survival: https://bit.ly/33U7EHf",19,1comment,1 comment,https://media-exp1.licdn.com/dms/image/C5622AQGLU1SpRRUMgg/feedshare-shrink_800/0/1647028142367?e=2147483647&v=beta&t=8_4SZcQcPgr8wOn4JWT0eyEr4lY_4lhf20NR5KISxwM,"339,780 followers"
Udacity,4 months ago,"Other: Poll, Shared Post, etc","""This Udacity Nanodegree allowed me to understand what #datascience is. It broke it down in such a way that allowed me to start coding on my own.""Data Scientist André Lamont on how his #Udacity experience allowed him to accomplish his dream job. #missionmondays",90,3comment,3 shares,None,"339,780 followers"
Udacity,5 months ago,Image,"A playbook for business leaders: This playbook presents nine strategic plays, each accompanied by a set of actions that businesses can take within their own organizations and in partnership with others.We have oriented these plays around three design principles that have emerged as key to a future of work in which all can thrive. Verizon Xynteo #futureofwork",2,0,N/A,https://media-exp1.licdn.com/dms/image/C4E22AQFGJbINqvProw/feedshare-shrink_800/0/1637154843781?e=2147483647&v=beta&t=kkSvr0aWdHUbkGBuIlNTKBp9j6GqCZhnHvQ3Vfy-_3s,"339,780 followers"
Udacity,1 month ago,Image,"Today we celebrate Udacity's Chief Customer Officer, Jennifer Dearman, for the well-deserved achievement of making Netomi's top 25 list of innovative CX leaders. Jennifer embodies our ""students first"" core value every day. Check out the entire list: https://bit.ly/36HarED",144,17comment,17 comments,https://media-exp1.licdn.com/dms/image/C5622AQHu1lfVZ-4NlA/feedshare-shrink_800/0/1646326275699?e=2147483647&v=beta&t=Xd791pz5rYnRhu9omsVtGEISGlnANaLUzBQryBwFlnE,"339,780 followers"
Udacity,1 month ago,Article,"""If companies do not invest in talent transformation, they are destined to fail. The lack of job-ready digital talent has become an existential threat to businesses around the world."" - Udacity CEO Gabriel Dalporto for Forbes https://bit.ly/3HJyxLN",28,0,3 shares,https://www.forbes.com/sites/jackkelly/2022/03/02/the-lack-of-digital-tech-talent-is-an-existential-threat-to-business-growth-and-innovation/?sh=3d0de31c7628,"339,780 followers"
Udacity,1 month ago,Article,IDC MarketScape confirms what our clients already know. See why innovation depends on partnering with a Leader in the @IDC #MarketScape: https://bit.ly/3I11OTk,14,0,N/A,https://bit.ly/3I11OTk,"339,780 followers"
Udacity,4 months ago,Image,"As business leaders, we must actively break down barriers and open up new pathways of opportunity within the workforce. That’s why OneTen’s work to close the opportunity gap for Black talent in America is so critical. The strides made this past year across the OneTen coalition members, including General Motors, to create equitable change is just the beginning. Read more about what’s next: https://bit.ly/3EIxzyE",23,0,N/A,https://media-exp1.licdn.com/dms/image/C5622AQFZABiKGNkd2Q/feedshare-shrink_800/0/1639675941905?e=2147483647&v=beta&t=D5LEdA83mdKqclTecLP3cvtSiiiFJA3Fefdw2kehP4E,"339,780 followers"
Udacity,1 month ago,Image,Investing in developing your own talent so they possess digital skills necessary to allow you to compete in today's digitally transformed world is the only way enterprises can ensure continued success. Learn more: https://bit.ly/33U7EHf,25,0,N/A,https://media-exp1.licdn.com/dms/image/C5622AQG0uyR5Zk_cHg/feedshare-shrink_800/0/1646075821751?e=2147483647&v=beta&t=88wZxdnEBat8lwA8B0jlr0PUvX8xEUote8B7T-xYB_Y,"339,780 followers"
Udacity,5 months ago,"Other: Poll, Shared Post, etc","Since being incarcerated, rapper Divine has empowered himself and others by completing a Udacity Nanodegree in Digital Marketing and founding #Blak, his first startup focused on empowering the underprivileged to build wealth through technology and education. #missionmondays",69,1comment,5 shares,None,"339,780 followers"
Udacity,1 month ago,Article,"Black workers make up only 6% of the technology workforce in Milwaukee. We want to change this, which is why we are proud to partner with The Blacks In Technology Foundation and Northwestern Mutual to fund Nanodegree scholarships for Milwaukee residents: https://bit.ly/3JoT89K",29,1comment,1 comment,https://bit.ly/3JoT89K,"339,780 followers"
Udacity,1 month ago,Image,Why was Udacity named a Leader in the IDC MarketScape Report? Find out why along with best practices for buyers seeking the best solution to execute on critical digital talent transformation. https://bit.ly/3I11OTk,16,0,1 share,https://media-exp1.licdn.com/dms/image/C5622AQGjxh-i0BiLYA/feedshare-shrink_800/0/1646941886830?e=2147483647&v=beta&t=OHuyPBiLYMBNxgw2xnnLcXyCRPjo1D7_OXttN4Qig9Q,"339,780 followers"
Udacity,1 month ago,Image,"Our very own Brian Finnerty recently joined Mike Pastore on the B2B Nation Podcast to share what the essential skills are for today's B2B marketers. Tune in to hear his insight on the most ""underrated"" marketing skill. #B2BNation #B2B #Marketing #Podcast #community #advice #tech #leadership #growth #storytelling #market #journey Listen today! Available everywhere you get your podcasts. https://bit.ly/3BMZw83TechnologyAdvice Demand Gen Insights",21,0,3 shares,https://media-exp1.licdn.com/dms/image/C5622AQFkd_OA0FkFwg/feedshare-shrink_800/0/1646068082902?e=2147483647&v=beta&t=YInmQlneNjPQYBOHjpWR9tvoGn1lNO-no4oLoP5siqU,"339,780 followers"
Udacity,4 months ago,"Other: Poll, Shared Post, etc","We’ve been busy making your #Nanodegree Program experience more seamless and smooth, which is why we’re excited to announce that Udacity Support now has a community!Click the link for real-time support, best practices, tips, tricks, and insights to help you throughout your #Nanodegree program. If you have a question — simply tag us and reply on a thread. We’ll be available to answer all of your questions and give you the kind of support you deserve as students of Udacity! https://bit.ly/31d51ip",81,0,1 share,None,"339,780 followers"
Udacity,5 months ago,"Other: Poll, Shared Post, etc","""Knowing that it's for you."" #LaurenKnausenberger, CIO of the @usairforce, on an important key to not just opening doors of opportunity for people, but to getting them to actually walk through.#STEMForwardWithWomen Virtual Conference - 11/30. Sign up: https://bit.ly/3D1egjf",29,0,3 shares,None,"339,780 followers"
Udacity,1 month ago,Image,We're teaming up with Microsoft to offer scholarships to underrepresented groups in tech and help them begin their careers in the industry. Apply today: https://bit.ly/3ibjiRB,381,38comment,83 shares,https://media-exp1.licdn.com/dms/image/C5622AQFF15Hl7Dzstw/feedshare-shrink_800/0/1647359523461?e=2147483647&v=beta&t=Dq0faXXqcGvRG1RpMP7qllY89VfyIDNobnetu-s1s_c,"339,780 followers"
Udacity,1 month ago,Image,Partner with a recognized Leader in the IDC MarketScape that can give your business the ROI and edge it needs to stay ahead in the critical race toward digital transformation.https://bit.ly/3I11OTk,34,0,1 share,https://media-exp1.licdn.com/dms/image/C4D22AQHieJhKG5qjPw/feedshare-shrink_800/0/1646152842520?e=2147483647&v=beta&t=GCgc7hpesltJpKvDjxbFQdE8h_fvxPrJxoikwyMtuGM,"339,780 followers"
Udacity,5 months ago,"Other: Poll, Shared Post, etc","""Consistency is key."" Watch Chris Vasquez's story about how he used Udacity Nanodegree programs to show his manager he was worth more and level up his career. #missionmondays",88,2comment,1 share,None,"339,780 followers"
Udacity,2 months ago,Article,We’re excited to announce that Udacity has been named a leader in the IDC Marketspace IT Training Assessment for 2021. This report assesses the capabilities and strategies of IT training vendors and places them according to qualifications and procedure: https://bit.ly/3rXy2sT,94,4comment,4 comments,https://bit.ly/3rXy2sT,"339,780 followers"
Udacity,1 month ago,Article,Don't miss this discussion with Pascal Dallioux and BSMART about the talent global tech talent shortage its most effective solutions: https://bit.ly/3IpIDCN,21,0,1 share,https://bit.ly/3IpIDCN,"339,780 followers"
Udacity,5 months ago,Image,"'The digital future is coming faster than you think - help shape it!' It was the last day of #TechDataWeek2021. Thank you Gabriel Dalporto from Udacity for your inspiring keynote!Speaking of Udacity - Anyone interested in shaping our digital future can apply for the Udacity Technology Scholarship Program in the fields of Cloud, Data and AI until Nov 30, 21! #thankyou #data #cloud #ai #thenewtogether Bertelsmann SE & Co. KGaA #50000chances",29,0,N/A,https://media-exp1.licdn.com/dms/image/C4D22AQGLOdmTKiIMlQ/feedshare-shrink_800/0/1636649390072?e=2147483647&v=beta&t=JzJVcs_9i6eJ38eJh0iLbDlx9jTq7n2375xoflY-6qo,"339,780 followers"
Udacity,2 months ago,Article,"Companies all over the world are struggling to hire qualified digital talent, like data analysts and software engineers, mainly because it doesn't exist. How many times must we say it? Talent Transformation is the best path forward. Read about it: https://nyti.ms/3HSSKjf",87,2comment,8 shares,https://www.nytimes.com/2022/02/16/magazine/tech-company-recruiters.html,"339,780 followers"
Udacity,5 months ago,"Other: Poll, Shared Post, etc","""There are tons of learning opportunities. Just grab the nearest opportunity and dive in.""#ShifatNazmee, a pricing manager at a telecom company in #Bangladesh, on the importance of continuous learning for #womeninSTEM. #missionmondays",28,1comment,1 comment,None,"339,780 followers"
Udacity,5 months ago,"Other: Poll, Shared Post, etc",Sonja Galkin speaks about her role as a #DevOps Manager at @TelenorGroup Sweden and her experiences with @Udacity's #WomeninSTEM scholarship program. Completing the #AI for Business Leaders Nanodegree program allowed her to level up her career. #missionmondays,23,0,2 shares,None,"339,780 followers"
Udacity,5 months ago,"Other: Poll, Shared Post, etc","Paul Wyatt, Sr. Machine Learning Engineer at @virtahealth on using #MachineLearning to improve healthcare. Check out the #AheadOfNextPodcast for industry insights and the latest developments in tech - Streaming on all major platforms https://apple.co/3jVoJp5",36,0,1 share,None,"339,780 followers"
Udacity,1 month ago,Article,"The ROI for employee development is undeniable. Not only does L&D increase employee productivity, it also drives brand loyalty and boosts morale. Here are 3 reasons why you need to shake up your employee development initiatives in 2022: https://bit.ly/3BLAUwb",19,0,3 shares,https://bit.ly/3BLAUwb,"339,780 followers"
Udacity,2 months ago,Article,"A new report shows a stark disconnect between employers and employees when it comes to learning and development programs. In the current global talent shortage, enterprises risk losing vital talent to turnover if they don't invest in their employees: https://bit.ly/3B0ptAv",8,0,1 share,https://bit.ly/3B0ptAv,"339,780 followers"
Udacity,6 months ago,"Other: Poll, Shared Post, etc","""I had never seen anyone who looked like me in #programming so at first, #coding didn't even occur to me as a career. @Udacity made it possible.""#AI Product Consultant #NermineChazy on some of the barriers she faced while pursuing a career in #STEM. #missionmondays",87,0,6 shares,None,"339,780 followers"
Udacity,2 months ago,Article,"We talk a lot about why talent transformation is necessary in the context of the current global digital talent shortage, but not enough about how talent transformation is simply an important practice for any business's success. Learn more: https://bit.ly/3LyOFDh",19,0,1 share,https://bit.ly/3LyOFDh,"339,780 followers"
Udacity,1 month ago,Image,"We were honored to be part of the Abdulla Al Ghurair Foundation for Education’s digital talent transformation panel, which brought together influential figures from various sectors to discuss solutions to the Emirati digital talent shortage. Thank you to Sonia Ben Jaafar and the panelists! #future#work#jobsAlexis LecanuetRanda BahsounGabriel DalportoAbdulla AljefriDanah DajaniBegoña Águeda C. de Albornoz",72,0,3 shares,https://media-exp1.licdn.com/dms/image/C4D22AQHOEyOZRVBxhQ/feedshare-shrink_800/0/1645729975383?e=2147483647&v=beta&t=TodXlI2vRFYlAVocHjX_gjOaFoTK4Jx_X-baDbyV7nk,"339,780 followers"
Udacity,2 months ago,Article,"The German economy is lacking hundreds of thousands of individuals with job-ready tech skills. The tried recruiting qualified immigrants but was only able to recruit a small number in 2021. However, there is a better solution: #TalentTransformation: https://bit.ly/3uQm4mT",24,0,1 share,https://bit.ly/3uQm4mT,"339,780 followers"
Udacity,2 months ago,Article,"Imagine a place where you can connect and collaborate with colleagues, fellow learners, and experts all around the world. A place where you can get answers to your specific questions and share info with a community. The #UdacitySupportCommunity is here: https://bit.ly/3ow9yVM",52,0,4 shares,https://bit.ly/3ow9yVM,"339,780 followers"
Udacity,5 months ago,Article,"The votes have been cast! Microsoft CEO Satya Nadella was spot when he called on individuals and organizations to adopt a ‘learn-it-all’ culture. That’s why Bertelsmann SE & Co. KGaA is again – for the third time – awarding thousands of scholarships as part of our #50000chances campaign with leading ed tech partner Udacity. Be part of a powerful initiative and start closing your digital skills gap. I’d love to see many of my Bertelsmann colleagues apply…but everyone is welcome. The world needs more talent in #Cloud, #Data and #AI, so what are you waiting for? Apply now: https://lnkd.in/gywQy2brBertelsmann University",33,1comment,1 comment,https://bit.ly/3kHRq9u,"339,780 followers"
Udacity,2 months ago,Article,"Companies’ ability to navigate digital transformation will depend on their ability to transform the talent they already have, rather than hire for the roles they need. Learn more: https://bit.ly/3LbYgPZ",19,0,N/A,https://bit.ly/3LbYgPZ,"339,780 followers"
Udacity,1 month ago,Article,"You've heard of #thegreatresignation, which refers to the 33 million Americans who have quit their jobs since the spring of 2021. Unfortunately, unsustainable workloads, inadequate compensation, and lack of career advancement potential are making it worse: https://bit.ly/35OZ9Ov",18,0,N/A,https://bit.ly/35OZ9Ov,"339,780 followers"
Udacity,6 months ago,"Other: Poll, Shared Post, etc","17-year-old high school student Gabriella has been preparing for a career in tech since she was 13 yrs old. She has completed 2 #Udacity #Nanodegree Programs and aspires to ""learn everything about #coding.” Go Gabriella!#missionmondays",137,3comment,4 shares,None,"339,780 followers"
Udacity,6 months ago,"Other: Poll, Shared Post, etc","We are excited to introduce the Growth Product Manager #Nanodegree program. This three-course program is designed to teach you about growth product management, building off a foundation in regular #productmanagement. Apply today! https://bit.ly/3uLzn65",65,4comment,9 shares,None,"339,780 followers"
Udacity,1 month ago,Image,Up and to the right: See why Udacity was named a Leader by the IDC #MarketScape. Learn more about the partnership you need for creating job-ready digital talent. https://bit.ly/3saLoSH,17,0,1 share,https://media-exp1.licdn.com/dms/image/C5622AQFGMr9P27RQoQ/feedshare-shrink_800/0/1645566138336?e=2147483647&v=beta&t=g2XjS9tm1vkXYRsB6xI6AdwEmHFom6HCROtMK-mQOtA,"339,780 followers"
Udacity,2 months ago,Article,Want to find a dream job or learn new skills? Check out this article to learn more on how you can find a personalized Udacity Nanodegree program and free course recommendations. #UdaciTips https://bit.ly/3LtW1I6,52,3comment,3 comments,https://bit.ly/3LtW1I6,"339,780 followers"
Udacity,2 months ago,Article,"51% of managers in the UK report that a lack of necessary tech skills in their workforces is delaying digital transformation, with projects on hold because of skills gaps. Even worse, this is happening on global level. Full report with @ipsos here: https://bit.ly/3gam605",19,0,2 shares,https://bit.ly/3gam605,"339,780 followers"
Udacity,1 month ago,Image,"Do you want to learn about and get practical experience with #MicrosoftAzure, for FREE? Now you can: https://bit.ly/2T5YHFn Microsoft Microsoft Learn",120,5comment,5 comments,https://media-exp1.licdn.com/dms/image/C5622AQHx2JeG4Ca4Zw/feedshare-shrink_800/0/1645572346890?e=2147483647&v=beta&t=0CCjVgtcIds-6_I0GzqZR1hQ8oHAPJRn21jBBH4UGuA,"339,780 followers"
Udacity,2 months ago,Article,"Employees and employers are in agreement that companies have a responsibility to invest in the future of their employees but too often enterprises fall short. Given the global talent shortage, those who don't figure it out risk future failure. @Ipsos https://bit.ly/3L2ZBJ0",15,0,1 share,https://bit.ly/3L2ZBJ0,"339,780 followers"
Udacity,7 months ago,"Other: Poll, Shared Post, etc",Nikitha Gullapalli completed 2 Udacity #Nanodegree programs that set her on a course to develop apps that increase medical patients' standard of living.  Her online #upskilling education helped her find a career she is passionate about! #missionmondayshttps://bit.ly/3gPTGt5,72,1comment,1 comment,None,"339,780 followers"
Udacity,1 month ago,Image,We are in the midst of global digital talent shortage. 56% of enterprises can't find new employees with the necessary experience. The only solution to avoiding business failure is internal digital #talenttransformation and skill development. Full report: https://bit.ly/33U7AqZ,18,0,1 share,https://media-exp1.licdn.com/dms/image/C5622AQFM0K09zl-SIA/feedshare-shrink_800/0/1646241539409?e=2147483647&v=beta&t=X3BQO4sUYe3pVDwB94oQsZQb8PqUOYTEdVjNPJ0_LWw,"339,780 followers"
Udacity,7 months ago,"Other: Poll, Shared Post, etc","Good stuff for your ears: Listen to @philatwork of @Capital1Venture discuss #leadership, #innovation, #upskilling, #ml, and #ai on the latest @udacity Ahead of Next podcast:https://spoti.fi/3jkCnCj",7,0,N/A,None,"339,780 followers"
Udacity,2 months ago,Article,"85 million jobs will be unfilled by 2030, resulting in a global talent shortage as demand for skilled workers outstrips supply. Enterprises that are not preparing a digital talent creation strategy now may not exist in that future. Here are the highlights: https://bit.ly/3G5Wa0b",18,0,N/A,https://www.udacity.com/blog/2022/01/3-stats-talent-transformation-global-report.html,"339,780 followers"
Udacity,2 months ago,Article,"2,000 managers and 4,000 employees across the US, UK, France, and Germany were surveyed. The findings reveal that enterprises can't access the talent they need to deliver on digital initiatives because hiring is difficult and retention is low. Discover the full report done in partnership with Ipsos here: https://bit.ly/3Lhf7kE",9,0,N/A,https://bit.ly/3Lhf7kE,"339,780 followers"
Udacity,2 months ago,Article,"A survey of more than 2,000 managers and 4,000 employees across the US, UK, France, and Germany by leading independent market research company Ipsos reveals that digital transformation is stalling due to lack of job-ready digital talent. To make matters worse, enterprises can't access the talent they need to deliver on digital initiatives because hiring is difficult and retention is low. Talent transformation that reliably produces job-ready digital talent is the only sure solution. Learn more: https://bit.ly/32vM0Z5",15,0,2 shares,https://bit.ly/32vM0Z5,"339,780 followers"
Udacity,7 months ago,"Other: Poll, Shared Post, etc","""If you want to make quality work, its essential that you use cutting-edge technologies and that you are well informed . . .""Axel Ország-Krisz Dr. on how his Udacity #Nanodegree allowed him to switch careers and find freedom and creativity in his work. #missionmondays",16,0,N/A,None,"339,780 followers"
Udacity,2 months ago,Article,"Despite University graduation rates being relatively equal among men and women, women are still heavily underrepresented in STEM fields and tech roles. Here are 3 steps to clearing hurdles for women in tech from leaders from companies like BMW Group and Sky: https://bit.ly/3KFIXPu",27,0,N/A,https://bit.ly/3KFIXPu,"339,780 followers"
Udacity,6 months ago,Image,"I'm happy and proud to be certified as a #Storyteller with #BelcorpDataAcademy! The customized Nanodegree "" Data Visualization with Tableau"", co-created with Udacity, has been a great opportunity to strengthen my knowledge in #storytellingwithdata and #datavisualization. This training has been a valuable experience that will allow me to contribute to building strategies and continue to offer the best value proposition to our consumers and consultants and grow as a professional. Thank you Belcorp for the opportunity to constantly learn. #JuntosLogramosLoExtraordinario #Esika #Lbel #Cyzone #Storyteller #Tableau #PredictBeauty #dataviz",19,2comment,2 comments,https://media-exp1.licdn.com/dms/image/C4D22AQE7nWY0kFPpew/feedshare-shrink_800/0/1633961929889?e=2147483647&v=beta&t=YdvCvODKrlxZ579PAW9pczwiH6F06J-FdlLr_9Sm_Do,"339,780 followers"
Udacity,4 months ago,Youtube Video,Do you need a reason to begin a career in tech in 2022? Nicole Young has 5. Watch till the end for a huge opportunity OneTen Udacity: https://bit.ly/3GTKluU,27,1comment,2 shares,https://www.youtube.com/watch?v=gspE7QwJWR0,"339,780 followers"
